Conta,Categoria,Janela,Modo,Direcao,List_Mode,Mensagens,Segmentos,Delivered,Failed,Undelivered,Sent,Sending,Delivery_Unknown,Accepted,Queued,Taxa_Entrega_%,Insight_Delivered_Msgs,Insight_Failed_Msgs,Insight_Delivery_Unknown_Msgs,Insight_Undelivered_Msgs,Insight_Sent_Msgs,Insight_Total_Msgs,Api_Pages,Api_Pages_Capped,Agregado_Ate_Utc,Github_Run_Id,Extraido_Em
Richard,Standby,since_yesterday_utc_2026-04-17,incremental,outbound,sent,773361,792249,709741,34057,23166,25285,0,0,0,0,89.59,691725,34057,0,22673,24906,773361,808,0,2026-04-18T10:05:15Z,24602349833,2026-04-18 10:05 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-18,incremental,outbound,sent,324883,325377,292343,15556,10311,7167,0,0,0,0,89.85,291867,15556,0,10305,7155,324883,331,0,2026-04-19T10:04:49Z,24626530266,2026-04-19 10:04 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-18,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-19T10:04:49Z,24626530266,2026-04-19 10:04 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-18,incremental,outbound,sent,164928,164965,139233,17191,6229,2312,0,0,0,0,84.4,139197,17191,0,6228,2312,164928,167,0,2026-04-19T10:04:49Z,24626530266,2026-04-19 10:04 UTC
NS,Recuperação,since_yesterday_utc_2026-04-18,incremental,outbound,sent,3923,7763,7420,85,122,136,0,0,0,0,95.58,3709,85,0,61,68,3923,5,0,2026-04-19T10:04:49Z,24626530266,2026-04-19 10:04 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-18,incremental,outbound,sent,568663,1183444,1106653,19604,35399,21788,0,0,0,0,93.51,522611,19604,0,15985,10463,568663,605,0,2026-04-19T10:04:49Z,24626530266,2026-04-19 10:04 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-18,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-19T10:04:49Z,24626530266,2026-04-19 10:04 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-18,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-19T10:04:49Z,24626530266,2026-04-19 10:04 UTC
Richard,Standby,since_yesterday_utc_2026-04-18,incremental,outbound,sent,716166,721299,635135,51323,20059,14782,0,0,0,0,88.05,630212,51323,0,19979,14652,716166,745,0,2026-04-19T10:04:49Z,24626530266,2026-04-19 10:04 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-19,incremental,outbound,sent,224201,224818,198799,13001,8397,4621,0,0,0,0,88.43,198220,13001,0,8377,4603,224201,230,0,2026-04-20T11:57:54Z,24665180004,2026-04-20 11:57 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-19,incremental,outbound,sent,599,608,0,11,597,0,0,0,0,0,0.0,0,11,0,588,0,599,1,0,2026-04-20T11:57:54Z,24665180004,2026-04-20 11:57 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-19,incremental,outbound,sent,221646,221787,175213,35295,7037,4242,0,0,0,0,79.0,175078,35295,0,7035,4238,221646,224,0,2026-04-20T11:57:54Z,24665180004,2026-04-20 11:57 UTC
NS,Recuperação,since_yesterday_utc_2026-04-19,incremental,outbound,sent,7132,13812,13319,65,251,177,0,0,0,0,96.43,6843,65,0,127,97,7132,8,0,2026-04-20T11:57:54Z,24665180004,2026-04-20 11:57 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-19,incremental,outbound,sent,416743,630764,592443,12395,16805,9121,0,0,0,0,93.92,386612,12395,0,11124,6612,416743,451,0,2026-04-20T11:57:54Z,24665180004,2026-04-20 11:57 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-19,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-20T11:57:54Z,24665180004,2026-04-20 11:57 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-19,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-20T11:57:54Z,24665180004,2026-04-20 11:57 UTC
Richard,Standby,since_yesterday_utc_2026-04-19,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-04-20T11:57:54Z,24665180004,2026-04-20 11:57 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-20,incremental,outbound,sent,109108,195651,176675,8343,7006,3627,0,0,0,0,90.3,94955,8343,0,3974,1836,109108,112,0,2026-04-21T11:43:05Z,24720459094,2026-04-21 11:43 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-20,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-21T11:43:05Z,24720459094,2026-04-21 11:43 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-20,incremental,outbound,sent,136176,136223,113048,15874,5279,2022,0,0,0,0,82.99,113001,15874,0,5279,2022,136176,138,0,2026-04-21T11:43:05Z,24720459094,2026-04-21 11:43 UTC
NS,Recuperação,since_yesterday_utc_2026-04-20,incremental,outbound,sent,7702,14909,14194,108,355,252,0,0,0,0,95.2,7288,108,0,179,127,7702,8,0,2026-04-21T11:43:05Z,24720459094,2026-04-21 11:43 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-20,incremental,outbound,sent,850945,865953,761268,66786,23223,14676,0,0,0,0,87.91,747081,66786,0,22715,14363,850945,888,0,2026-04-21T11:43:05Z,24720459094,2026-04-21 11:43 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-20,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-21T11:43:05Z,24720459094,2026-04-21 11:43 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-20,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-21T11:43:05Z,24720459094,2026-04-21 11:43 UTC
Richard,Standby,since_yesterday_utc_2026-04-20,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2026-04-21T11:43:05Z,24720459094,2026-04-21 11:43 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-21,incremental,outbound,sent,256875,447162,418020,6362,15252,7528,0,0,0,0,93.48,236983,6362,0,8476,5054,256875,261,0,2026-04-22T11:41:55Z,24776311597,2026-04-22 11:41 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-21,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-22T11:41:55Z,24776311597,2026-04-22 11:41 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-21,incremental,outbound,sent,47164,47196,38455,5187,1772,1782,0,0,0,0,81.48,38424,5187,0,1772,1781,47164,48,0,2026-04-22T11:41:55Z,24776311597,2026-04-22 11:41 UTC
NS,Recuperação,since_yesterday_utc_2026-04-21,incremental,outbound,sent,6535,12983,12440,87,270,186,0,0,0,0,95.82,6220,87,0,135,93,6535,7,0,2026-04-22T11:41:55Z,24776311597,2026-04-22 11:41 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-21,incremental,outbound,sent,481107,603065,541872,28881,19327,12985,0,0,0,0,89.85,427587,28881,0,14637,10002,481107,500,0,2026-04-22T11:41:55Z,24776311597,2026-04-22 11:41 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-21,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-22T11:41:55Z,24776311597,2026-04-22 11:41 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-21,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-22T11:41:55Z,24776311597,2026-04-22 11:41 UTC
Richard,Standby,since_yesterday_utc_2026-04-21,incremental,outbound,sent,401338,427980,367732,34380,15807,10061,0,0,0,0,85.92,342442,34380,0,14985,9531,401338,410,0,2026-04-22T11:41:55Z,24776311597,2026-04-22 11:41 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-22,incremental,outbound,sent,150380,266469,240012,13076,8492,4889,0,0,0,0,90.07,129930,13076,0,4668,2706,150380,154,0,2026-04-23T11:42:58Z,24833253272,2026-04-23 11:42 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-22,incremental,outbound,sent,2,2,0,0,2,0,0,0,0,0,0.0,0,0,0,2,0,2,1,0,2026-04-23T11:42:58Z,24833253272,2026-04-23 11:42 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-22,incremental,outbound,sent,118826,118873,97630,15358,4069,1816,0,0,0,0,82.13,97583,15358,0,4069,1816,118826,120,0,2026-04-23T11:42:58Z,24833253272,2026-04-23 11:42 UTC
NS,Recuperação,since_yesterday_utc_2026-04-22,incremental,outbound,sent,4076,8092,7816,60,146,70,0,0,0,0,96.59,3908,60,0,73,35,4076,5,0,2026-04-23T11:42:58Z,24833253272,2026-04-23 11:42 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-22,incremental,outbound,sent,66865,127890,6,2383,125501,0,0,0,0,0,0.0,3,2383,0,64479,0,66865,70,0,2026-04-23T11:42:58Z,24833253272,2026-04-23 11:42 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-22,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-23T11:42:58Z,24833253272,2026-04-23 11:42 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-22,incremental,outbound,sent,61,61,60,0,1,0,0,0,0,0,98.36,60,0,0,1,0,61,1,0,2026-04-23T11:42:58Z,24833253272,2026-04-23 11:42 UTC
Richard,Standby,since_yesterday_utc_2026-04-22,incremental,outbound,sent,423189,425739,360675,43002,14677,7385,0,0,0,0,84.72,358246,43002,0,14602,7339,423189,440,0,2026-04-23T11:42:58Z,24833253272,2026-04-23 11:42 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-23,incremental,outbound,sent,268217,355477,326505,12209,11242,5521,0,0,0,0,91.85,243508,12209,0,8364,4136,268217,274,0,2026-04-24T11:43:39Z,24887728912,2026-04-24 11:43 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-23,incremental,outbound,sent,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,1,0,1,1,0,2026-04-24T11:43:39Z,24887728912,2026-04-24 11:43 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-23,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-24T11:43:39Z,24887728912,2026-04-24 11:43 UTC
NS,Recuperação,since_yesterday_utc_2026-04-23,incremental,outbound,sent,2304,4564,4368,44,66,86,0,0,0,0,95.71,2184,44,0,33,43,2304,3,0,2026-04-24T11:43:39Z,24887728912,2026-04-24 11:43 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-23,incremental,outbound,sent,14552,39974,0,9,39965,0,0,0,0,0,0.0,0,9,0,14543,0,14552,16,0,2026-04-24T11:43:39Z,24887728912,2026-04-24 11:43 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-23,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-24T11:43:39Z,24887728912,2026-04-24 11:43 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-23,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-24T11:43:39Z,24887728912,2026-04-24 11:43 UTC
Richard,Standby,since_yesterday_utc_2026-04-23,incremental,outbound,sent,529229,768367,683302,40258,28815,15992,0,0,0,0,88.93,459052,40258,0,19570,10349,529229,541,0,2026-04-24T11:43:39Z,24887728912,2026-04-24 11:43 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-24,incremental,outbound,sent,171141,171631,138965,19748,6524,6394,0,0,0,0,80.97,138516,19748,0,6502,6375,171141,174,0,2026-04-25T10:11:31Z,24928541432,2026-04-25 10:11 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-24,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-25T10:11:31Z,24928541432,2026-04-25 10:11 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-24,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-25T10:11:31Z,24928541432,2026-04-25 10:11 UTC
NS,Recuperação,since_yesterday_utc_2026-04-24,incremental,outbound,sent,5392,10772,10312,78,210,172,0,0,0,0,95.73,5124,78,0,104,86,5392,6,0,2026-04-25T10:11:31Z,24928541432,2026-04-25 10:11 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-24,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-25T10:11:31Z,24928541432,2026-04-25 10:11 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-24,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-25T10:11:31Z,24928541432,2026-04-25 10:11 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-24,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-25T10:11:31Z,24928541432,2026-04-25 10:11 UTC
Richard,Standby,since_yesterday_utc_2026-04-24,incremental,outbound,sent,397353,398014,323968,45023,15108,13915,0,0,0,0,81.4,323342,45023,0,15092,13896,397353,407,0,2026-04-25T10:11:31Z,24928541432,2026-04-25 10:11 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-25,incremental,outbound,sent,549621,552222,475326,49093,17956,9847,0,0,0,0,86.08,472852,49093,0,17878,9798,549621,557,0,2026-04-26T10:29:36Z,24954430768,2026-04-26 10:29 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-25,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-26T10:29:36Z,24954430768,2026-04-26 10:29 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-25,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-26T10:29:36Z,24954430768,2026-04-26 10:29 UTC
NS,Recuperação,since_yesterday_utc_2026-04-25,incremental,outbound,sent,6056,12027,11546,85,228,168,0,0,0,0,96.0,5773,85,0,114,84,6056,7,0,2026-04-26T10:29:36Z,24954430768,2026-04-26 10:29 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-25,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-26T10:29:36Z,24954430768,2026-04-26 10:29 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-25,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-26T10:29:36Z,24954430768,2026-04-26 10:29 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-25,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-26T10:29:36Z,24954430768,2026-04-26 10:29 UTC
Richard,Standby,since_yesterday_utc_2026-04-25,incremental,outbound,sent,962982,964439,801768,111446,36139,15086,0,0,0,0,83.13,800373,111446,0,36093,15070,962982,983,0,2026-04-26T10:29:36Z,24954430768,2026-04-26 10:29 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-26,incremental,outbound,sent,598152,599496,523915,47039,16986,11556,0,0,0,0,87.39,522677,47039,0,16911,11525,598152,615,0,2026-04-27T12:23:01Z,24994755171,2026-04-27 12:23 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-26,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-27T12:23:01Z,24994755171,2026-04-27 12:23 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-26,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-27T12:23:01Z,24994755171,2026-04-27 12:23 UTC
NS,Recuperação,since_yesterday_utc_2026-04-26,incremental,outbound,sent,4016,7982,7696,50,152,84,0,0,0,0,96.42,3848,50,0,76,42,4016,5,0,2026-04-27T12:23:01Z,24994755171,2026-04-27 12:23 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-26,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-27T12:23:01Z,24994755171,2026-04-27 12:23 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-26,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-27T12:23:01Z,24994755171,2026-04-27 12:23 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-26,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-27T12:23:01Z,24994755171,2026-04-27 12:23 UTC
Richard,Standby,since_yesterday_utc_2026-04-26,incremental,outbound,sent,1094816,1098326,925237,112020,39285,21784,0,0,0,0,84.24,921906,112020,0,39188,21702,1094816,1127,0,2026-04-27T12:23:01Z,24994755171,2026-04-27 12:23 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-27,incremental,outbound,sent,587693,588592,519502,42881,14744,11465,0,0,0,0,88.26,518649,42881,0,14723,11440,587693,607,0,2026-04-28T13:19:14Z,25055204887,2026-04-28 13:19 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-27,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-28T13:19:14Z,25055204887,2026-04-28 13:19 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-27,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-28T13:19:14Z,25055204887,2026-04-28 13:19 UTC
NS,Recuperação,since_yesterday_utc_2026-04-27,incremental,outbound,sent,27289,60344,58398,133,812,1001,0,0,0,0,96.78,26293,133,0,381,482,27289,29,0,2026-04-28T13:19:14Z,25055204887,2026-04-28 13:19 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-27,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-28T13:19:14Z,25055204887,2026-04-28 13:19 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-27,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-28T13:19:14Z,25055204887,2026-04-28 13:19 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-27,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-28T13:19:14Z,25055204887,2026-04-28 13:19 UTC
Richard,Standby,since_yesterday_utc_2026-04-27,incremental,outbound,sent,513560,516241,414277,67892,22566,11506,0,0,0,0,80.25,411695,67892,0,22495,11478,513560,531,0,2026-04-28T13:19:14Z,25055204887,2026-04-28 13:19 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-28,incremental,outbound,sent,2,2,2,0,0,0,0,0,0,0,100.0,2,0,0,0,0,2,2,0,2026-04-29T12:22:07Z,25108533652,2026-04-29 12:22 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-28,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-29T12:22:07Z,25108533652,2026-04-29 12:22 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-28,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-29T12:22:07Z,25108533652,2026-04-29 12:22 UTC
NS,Recuperação,since_yesterday_utc_2026-04-28,incremental,outbound,sent,49116,97101,93807,979,1271,1044,0,0,0,0,96.61,46879,979,0,664,594,49116,52,0,2026-04-29T12:22:07Z,25108533652,2026-04-29 12:22 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-28,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-29T12:22:07Z,25108533652,2026-04-29 12:22 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-28,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-29T12:22:07Z,25108533652,2026-04-29 12:22 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-28,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-29T12:22:07Z,25108533652,2026-04-29 12:22 UTC
Richard,Standby,since_yesterday_utc_2026-04-28,incremental,outbound,sent,653707,655535,556572,64307,23005,11651,0,0,0,0,84.9,554818,64307,0,22953,11629,653707,672,0,2026-04-29T12:22:07Z,25108533652,2026-04-29 12:22 UTC
Bernardo,Broadcast,since_yesterday_utc_2026-04-29,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-30T09:52:45Z,25159018727,2026-04-30 09:52 UTC
Havenmove,Standby,since_yesterday_utc_2026-04-29,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-30T09:52:45Z,25159018727,2026-04-30 09:52 UTC
Joao,Broadcast,since_yesterday_utc_2026-04-29,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-30T09:52:45Z,25159018727,2026-04-30 09:52 UTC
NS,Recuperação,since_yesterday_utc_2026-04-29,incremental,outbound,sent,23333,38456,36784,944,497,231,0,0,0,0,95.65,21942,944,0,316,131,23333,25,0,2026-04-30T09:52:45Z,25159018727,2026-04-30 09:52 UTC
Naturemove,Standby,since_yesterday_utc_2026-04-29,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-30T09:52:45Z,25159018727,2026-04-30 09:52 UTC
Rafa,Broadcast,since_yesterday_utc_2026-04-29,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-30T09:52:45Z,25159018727,2026-04-30 09:52 UTC
Rehableaf,Standby,since_yesterday_utc_2026-04-29,incremental,outbound,sent,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2026-04-30T09:52:45Z,25159018727,2026-04-30 09:52 UTC
Richard,Standby,since_yesterday_utc_2026-04-29,incremental,outbound,sent,835195,855013,744876,66821,27582,15734,0,0,0,0,87.12,725874,66821,0,27221,15279,835195,866,0,2026-04-30T09:52:45Z,25159018727,2026-04-30 09:52 UTC
